NameRov: Proteus0
Time: 2021-06-09-10-15-17-513980
{'time': None, 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:50.776613', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:50.776613', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:50.776613', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:51.277613', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:51.277613', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:51.277613', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:51.277613', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:51.277613', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:51.779462', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:51.779462', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:51.779462', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:51.779462', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:52.280394', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:52.280394', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:52.280394', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:52.280394', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': 0, 'y': 0, 'z': 0}
{'time': '2021-06-09 10:17:53.784626', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.411802685546875, 'y': 0.5674257934570313, 'z': 10.127473022460936, 'temp': 36.15352941176471}
{'time': '2021-06-09 10:17:54.285886', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.39983167724609375, 'y': 0.5889736083984375, 'z': 10.153809240722655, 'temp': 36.24764705882353}
{'time': '2021-06-09 10:17:54.285886', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.39983167724609375, 'y': 0.5889736083984375, 'z': 10.153809240722655, 'temp': 36.24764705882353}
{'time': '2021-06-09 10:17:54.285886', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.39983167724609375, 'y': 0.5889736083984375, 'z': 10.153809240722655, 'temp': 36.24764705882353}
{'time': '2021-06-09 10:17:54.285886', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.39983167724609375, 'y': 0.5889736083984375, 'z': 10.153809240722655, 'temp': 36.24764705882353}
{'time': '2021-06-09 10:17:54.787088', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4070142822265625, 'y': 0.4955997436523437, 'z': 10.189722265624999, 'temp': 36.24764705882353}
{'time': '2021-06-09 10:17:54.787088', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4070142822265625, 'y': 0.4955997436523437, 'z': 10.189722265624999, 'temp': 36.24764705882353}
{'time': '2021-06-09 10:17:54.787088', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4070142822265625, 'y': 0.4955997436523437, 'z': 10.189722265624999, 'temp': 36.24764705882353}
{'time': '2021-06-09 10:17:54.787088', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4070142822265625, 'y': 0.4955997436523437, 'z': 10.189722265624999, 'temp': 36.24764705882353}
{'time': '2021-06-09 10:17:55.288472', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.3950432739257812, 'y': 0.5626373901367188, 'z': 10.156203442382813, 'temp': 36.24764705882353}
{'time': '2021-06-09 10:17:55.288472', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.3950432739257812, 'y': 0.5626373901367188, 'z': 10.156203442382813, 'temp': 36.24764705882353}
{'time': '2021-06-09 10:17:55.288472', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.3950432739257812, 'y': 0.5626373901367188, 'z': 10.156203442382813, 'temp': 36.24764705882353}
{'time': '2021-06-09 10:17:55.288472', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.3950432739257812, 'y': 0.5626373901367188, 'z': 10.156203442382813, 'temp': 36.24764705882353}
{'time': '2021-06-09 10:17:55.288472', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.3950432739257812, 'y': 0.5626373901367188, 'z': 10.156203442382813, 'temp': 36.24764705882353}
{'time': '2021-06-09 10:17:55.789991', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.40940848388671874, 'y': 0.5363011718749999, 'z': 10.187328063964843, 'temp': 36.29470588235294}
{'time': '2021-06-09 10:17:55.789991', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.40940848388671874, 'y': 0.5363011718749999, 'z': 10.187328063964843, 'temp': 36.29470588235294}
{'time': '2021-06-09 10:17:55.789991', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.40940848388671874, 'y': 0.5363011718749999, 'z': 10.187328063964843, 'temp': 36.29470588235294}
{'time': '2021-06-09 10:17:55.789991', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.40940848388671874, 'y': 0.5363011718749999, 'z': 10.187328063964843, 'temp': 36.29470588235294}
{'time': '2021-06-09 10:17:56.291819', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4333505004882812, 'y': 0.5147533569335937, 'z': 10.223241088867187, 'temp': 36.388823529411766}
{'time': '2021-06-09 10:17:56.291819', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4333505004882812, 'y': 0.5147533569335937, 'z': 10.223241088867187, 'temp': 36.388823529411766}
{'time': '2021-06-09 10:17:56.291819', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4333505004882812, 'y': 0.5147533569335937, 'z': 10.223241088867187, 'temp': 36.388823529411766}
{'time': '2021-06-09 10:17:56.291819', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4333505004882812, 'y': 0.5147533569335937, 'z': 10.223241088867187, 'temp': 36.388823529411766}
{'time': '2021-06-09 10:17:56.792715', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.39264907226562495, 'y': 0.5051765502929687, 'z': 10.146626635742187, 'temp': 36.29470588235294}
{'time': '2021-06-09 10:17:56.792715', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.39264907226562495, 'y': 0.5051765502929687, 'z': 10.146626635742187, 'temp': 36.29470588235294}
{'time': '2021-06-09 10:17:56.792715', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.39264907226562495, 'y': 0.5051765502929687, 'z': 10.146626635742187, 'temp': 36.29470588235294}
{'time': '2021-06-09 10:17:56.792715', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.39264907226562495, 'y': 0.5051765502929687, 'z': 10.146626635742187, 'temp': 36.29470588235294}
{'time': '2021-06-09 10:17:56.792715', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.39264907226562495, 'y': 0.5051765502929687, 'z': 10.146626635742187, 'temp': 36.29470588235294}
{'time': '2021-06-09 10:17:57.293639', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.40462008056640625, 'y': 0.48123453369140623, 'z': 10.184933862304687, 'temp': 36.388823529411766}
{'time': '2021-06-09 10:17:57.293639', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.40462008056640625, 'y': 0.48123453369140623, 'z': 10.184933862304687, 'temp': 36.388823529411766}
{'time': '2021-06-09 10:17:57.293639', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.40462008056640625, 'y': 0.48123453369140623, 'z': 10.184933862304687, 'temp': 36.388823529411766}
{'time': '2021-06-09 10:17:57.293639', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.40462008056640625, 'y': 0.48123453369140623, 'z': 10.184933862304687, 'temp': 36.388823529411766}
{'time': '2021-06-09 10:17:57.794800', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4213794921875, 'y': 0.5243301635742187, 'z': 10.204087475585936, 'temp': 36.341764705882355}
{'time': '2021-06-09 10:17:57.794800', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4213794921875, 'y': 0.5243301635742187, 'z': 10.204087475585936, 'temp': 36.341764705882355}
{'time': '2021-06-09 10:17:57.794800', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4213794921875, 'y': 0.5243301635742187, 'z': 10.204087475585936, 'temp': 36.341764705882355}
{'time': '2021-06-09 10:17:57.794800', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4213794921875, 'y': 0.5243301635742187, 'z': 10.204087475585936, 'temp': 36.341764705882355}
{'time': '2021-06-09 10:17:57.794800', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4213794921875, 'y': 0.5243301635742187, 'z': 10.204087475585936, 'temp': 36.341764705882355}
{'time': '2021-06-09 10:17:58.295826', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.3399766357421875, 'y': 0.5530605834960938, 'z': 10.326191760253906, 'temp': 36.341764705882355}
{'time': '2021-06-09 10:17:58.295826', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.3399766357421875, 'y': 0.5530605834960938, 'z': 10.326191760253906, 'temp': 36.341764705882355}
{'time': '2021-06-09 10:17:58.295826', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.3399766357421875, 'y': 0.5530605834960938, 'z': 10.326191760253906, 'temp': 36.341764705882355}
{'time': '2021-06-09 10:17:58.295826', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.3399766357421875, 'y': 0.5530605834960938, 'z': 10.326191760253906, 'temp': 36.341764705882355}
{'time': '2021-06-09 10:17:58.796897', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4165910888671875, 'y': 0.5722141967773438, 'z': 10.146626635742187, 'temp': 36.43588235294118}
{'time': '2021-06-09 10:17:58.796897', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4165910888671875, 'y': 0.5722141967773438, 'z': 10.146626635742187, 'temp': 36.43588235294118}
{'time': '2021-06-09 10:17:58.796897', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4165910888671875, 'y': 0.5722141967773438, 'z': 10.146626635742187, 'temp': 36.43588235294118}
{'time': '2021-06-09 10:17:58.796897', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.4165910888671875, 'y': 0.5722141967773438, 'z': 10.146626635742187, 'temp': 36.43588235294118}
{'time': '2021-06-09 10:17:59.297907', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.354341845703125, 'y': 0.5051765502929687, 'z': 10.084377392578125, 'temp': 36.43588235294118}
{'time': '2021-06-09 10:17:59.297907', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.354341845703125, 'y': 0.5051765502929687, 'z': 10.084377392578125, 'temp': 36.43588235294118}
{'time': '2021-06-09 10:17:59.297907', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.354341845703125, 'y': 0.5051765502929687, 'z': 10.084377392578125, 'temp': 36.43588235294118}
{'time': '2021-06-09 10:17:59.297907', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.354341845703125, 'y': 0.5051765502929687, 'z': 10.084377392578125, 'temp': 36.43588235294118}
{'time': '2021-06-09 10:17:59.297907', 'dept': 0, 'a1': 0, 'a2': 0, 'a3': 0, 'a4': 0, 'a5': 0, 'a6': 0, 'Volt': 0, 'error': None, 'danger-error': False, 'x': -0.354341845703125, 'y': 0.5051765502929687, 'z': 10.084377392578125, 'temp': 36.43588235294118}
